id,host_id,neighbourhood,latitude,longitude,room_type,price,number_of_reviews,last_review,reviews_per_month,is_duplicate_coordinate,host_count_per_coord,coordinate_type
22346837,8444643,Phra Khanong,13.6985,100.6101,Entire home/apt,2000,0,,0.0,1,1,multi_listing_same_host
22348457,52203058,Bang Rak,13.72994,100.51704,Private room,1320,1,2019-09-07,0.02,0,1,individual
22349161,27392740,Huai Khwang,13.75967,100.56717,Entire home/apt,3394,10,2022-12-28,0.17,0,1,individual
22911131,21970931,Bang Sue,13.81913,100.53221,Entire home/apt,731,60,2022-11-16,1.0,0,1,individual
22913447,5984433,Khlong Toei,13.72534,100.56638,Entire home/apt,1608,103,2022-12-07,1.74,0,1,individual
22915468,21292124,Suanluang,13.73645,100.64629,Entire home/apt,1800,8,2022-10-14,0.14,0,1,individual
22349792,66728306,Vadhana,13.74086,100.55854,Entire home/apt,1800,12,2019-03-12,0.2,0,1,individual
22351252,8444643,Phra Khanong,13.6985,100.6101,Entire home/apt,2500,0,,0.0,1,1,multi_listing_same_host
22351415,8444643,Phra Khanong,13.69957,100.61115,Entire home/apt,2500,0,,0.0,0,1,individual
22351471,8444643,Phra Khanong,13.69948,100.61122,Entire home/apt,2500,2,2022-12-03,1.15,0,1,individual
22353955,91934777,Huai Khwang,13.76921,100.58103,Private room,5739,22,2019-07-10,0.36,1,1,multi_listing_same_host
22363300,158115925,Bang Khun thain,13.66102,100.44411,Private room,1290,0,,0.0,0,1,individual
22363717,16694115,Huai Khwang,13.78725,100.57752,Entire home/apt,650,4,2018-10-16,0.07,0,1,individual
22365809,108793,Chatu Chak,13.80793,100.55733,Entire home/apt,971,19,2022-01-29,0.32,0,1,individual
22368365,160693298,Din Daeng,13.75664,100.56423,Private room,1650,53,2022-11-12,0.87,0,1,individual
22379800,132026450,Bang Na,13.65364,100.64333,Private room,859,41,2022-11-15,0.68,0,1,individual
22380547,133082557,Huai Khwang,13.75463,100.57397,Entire home/apt,1514,52,2022-10-07,0.87,0,1,individual
22663475,37470650,Khlong San,13.72086,100.50157,Entire home/apt,999,0,,0.0,0,1,individual
22664078,19144613,Bangkok Noi,13.76259,100.47301,Private room,600,0,,0.0,0,1,individual
22664504,6668682,Vadhana,13.74425,100.56354,Private room,990,3,2018-02-09,0.05,0,1,individual
22667321,55718956,Sathon,13.72139,100.54884,Private room,900,71,2022-10-08,1.18,0,1,individual
22916451,169611945,Bang Kapi,13.77433,100.64372,Private room,500,0,,0.0,0,1,individual
22929790,169629900,Bang Na,13.67607,100.60454,Entire home/apt,1200,5,2020-02-23,0.12,0,1,individual
22675171,53951051,Khlong Toei,13.7079,100.59318,Private room,1277,38,2022-11-11,0.66,0,1,individual
22683495,74200744,Vadhana,13.73708,100.58738,Private room,5000,49,2020-03-06,0.81,0,1,individual
22692142,5171292,Khlong San,13.722,100.50724,Shared room,1000,0,,0.0,0,1,individual
22383523,163680726,Huai Khwang,13.75053,100.57912,Private room,1200,3,2021-03-02,0.07,0,1,individual
22383541,158355231,Chatu Chak,13.81619,100.57862,Entire home/apt,950,10,2018-08-18,0.17,0,1,individual
22384509,2447574,Vadhana,13.71041,100.60161,Entire home/apt,3550,0,,0.0,0,1,individual
22932038,169826350,Bang Kho laen,13.70185,100.50641,Entire home/apt,1039,69,2020-03-17,1.17,0,1,individual
22936768,169453642,Huai Khwang,13.76028,100.56888,Private room,2200,2,2018-03-05,0.03,0,1,individual
22391105,29667058,Bangkok Noi,13.76863,100.47372,Private room,900,3,2020-03-08,0.05,0,1,individual
22392722,162186248,Chatu Chak,13.81301,100.55685,Private room,1440,0,,0.0,0,1,individual
22939074,169453642,Huai Khwang,13.7605,100.56942,Private room,2200,2,2018-09-11,0.04,0,1,individual
22404446,163889290,Huai Khwang,13.75459,100.57369,Private room,1000,0,,0.0,0,1,individual
22408116,5285027,Bang Sue,13.81603,100.54105,Private room,485,1,2019-01-04,0.02,0,1,individual
22412021,60926112,Huai Khwang,13.74514,100.58688,Entire home/apt,5541,4,2018-04-26,0.07,0,1,individual
22694875,162252100,Huai Khwang,13.74492,100.59868,Entire home/apt,1800,10,2022-12-26,0.22,0,1,individual
22695222,55718956,Sathon,13.72114,100.54748,Private room,900,98,2022-12-08,1.65,0,1,individual
22696163,3680566,Thon buri,13.73656,100.49631,Private room,3629,38,2022-10-14,0.64,0,1,individual
22946375,169226978,Suanluang,13.7419,100.62042,Private room,520,18,2022-11-19,0.3,0,1,individual
22946541,11060599,Min Buri,13.79504,100.71351,Private room,500,3,2019-07-24,0.05,0,1,individual
22701682,9569234,Ratchathewi,13.75033,100.5618,Entire home/apt,2000,10,2020-01-09,0.17,0,1,individual
22946853,46827099,Vadhana,13.743,100.55921,Entire home/apt,2078,3,2018-04-29,0.05,0,1,individual
22413168,164088424,Vadhana,13.74256,100.58441,Entire home/apt,1386,31,2022-12-17,0.51,0,1,individual
22947095,169453642,Vadhana,13.74163,100.55761,Private room,1500,1,2018-08-26,0.02,0,1,individual
22959687,48491149,Don Mueang,13.88917,100.59221,Private room,843,26,2022-10-13,0.63,1,1,multi_listing_same_host
22961115,139338181,Vadhana,13.73034,100.58061,Private room,1910,3,2019-01-14,0.05,1,1,multi_listing_same_host
22426394,8956615,Huai Khwang,13.75426,100.56603,Private room,664,61,2022-11-23,1.01,0,1,individual
22428551,43496768,Khlong Toei,13.74061,100.55278,Entire home/apt,2000,12,2020-02-24,0.24,0,1,individual
22430256,2940438,Rat Burana,13.68939,100.49205,Entire home/apt,881,42,2022-11-17,0.69,0,1,individual
22962556,25124747,Khlong Toei,13.72317,100.57868,Private room,2300,2,2019-08-18,0.04,0,1,individual
22964858,3680566,Thon buri,13.73648,100.49635,Private room,3429,8,2018-11-27,0.13,0,1,individual
22968102,52053618,Bangkok Noi,13.76335,100.4889,Private room,3786,5,2018-12-31,0.08,0,1,individual
22431176,37687029,Ratchathewi,13.75134,100.52738,Private room,1990,0,,0.0,0,1,individual
22706397,167300861,Pra Wet,13.72879,100.68479,Private room,1000,1,2018-06-03,0.02,0,1,individual
22973967,35462876,Lak Si,13.86998,100.58045,Private room,800,98,2022-08-01,1.64,0,1,individual
22975832,111844630,Bang Na,13.68155,100.61122,Entire home/apt,1573,21,2022-10-17,0.35,0,1,individual
22976164,40262107,Ratchathewi,13.75206,100.52917,Entire home/apt,1521,127,2022-12-13,2.14,0,1,individual
22976592,162186248,Lat Phrao,13.81161,100.59067,Private room,2500,0,,0.0,0,1,individual
22978180,49683163,Bang Rak,13.72827,100.53891,Hotel room,2600,11,2022-12-01,0.19,0,1,individual
22707030,166756565,Bang Na,13.6546,100.64595,Private room,1000,0,,0.0,0,1,individual
22709500,140752742,Huai Khwang,13.78285,100.57826,Private room,350,4,2018-10-29,0.07,0,1,individual
22710227,14391623,Phra Nakhon,13.74754,100.49679,Shared room,350,60,2020-03-13,1.0,0,1,individual
22714075,52053618,Bang Phlat,13.76423,100.48984,Entire home/apt,4571,51,2022-12-20,0.85,0,1,individual
22432824,23764856,Bang Kapi,13.75263,100.64451,Private room,529,0,,0.0,0,1,individual
22987603,170473804,Bang Khae,13.69891,100.40403,Private room,2531,1,2018-04-20,0.02,0,1,individual
22437656,24760307,Vadhana,13.73891,100.57147,Entire home/apt,3333,44,2022-12-22,0.74,0,1,individual
22719061,134836006,Ratchathewi,13.74864,100.557,Entire home/apt,1200,31,2022-12-10,0.52,0,1,individual
22989007,164918356,Phra Nakhon,13.76023,100.49364,Private room,1250,2,2018-03-23,0.03,0,1,individual
22994014,170532676,Ratchathewi,13.75236,100.52928,Private room,1378,51,2022-11-21,0.87,0,1,individual
22720159,164560603,Huai Khwang,13.78032,100.57402,Entire home/apt,2857,3,2018-12-21,0.06,0,1,individual
22720529,138581197,Bang Kho laen,13.70256,100.50415,Entire home/apt,910,18,2022-11-28,0.32,0,1,individual
22720798,164560603,Bang Rak,13.7236,100.52676,Entire home/apt,2429,36,2022-12-22,0.61,0,1,individual
22724751,66451193,Bang Na,13.68065,100.6126,Entire home/apt,1400,18,2022-07-18,0.34,0,1,individual
22438509,164373706,Bangkok Noi,13.75495,100.47339,Private room,650,30,2022-10-20,0.5,0,1,individual
22439911,164391680,Phra Khanong,13.70435,100.60673,Entire home/apt,1250,3,2018-05-20,0.05,0,1,individual
22994896,170532676,Ratchathewi,13.75061,100.53055,Entire home/apt,1529,37,2020-03-07,0.62,0,1,individual
22995358,170532676,Ratchathewi,13.75052,100.53075,Entire home/apt,1529,7,2019-04-27,0.12,0,1,individual
22996005,170532676,Ratchathewi,13.75268,100.53202,Entire home/apt,1679,16,2022-08-18,0.27,0,1,individual
22996193,170532676,Ratchathewi,13.75234,100.53024,Entire home/apt,1486,98,2022-12-18,1.65,0,1,individual
22996329,170532676,Ratchathewi,13.75077,100.53212,Entire home/apt,1529,110,2022-12-20,1.85,0,1,individual
22997522,32884023,Bang Rak,13.72421,100.52836,Private room,1500,25,2022-11-25,0.42,0,1,individual
22441015,98554658,Huai Khwang,13.77666,100.5809,Private room,895,0,,0.0,0,1,individual
22727200,81226089,Bang Sue,13.80726,100.52792,Private room,900,10,2022-12-03,0.17,0,1,individual
23006211,164918356,Phra Nakhon,13.75993,100.49303,Private room,1250,3,2018-04-01,0.05,0,1,individual
23008528,85650528,Bang Khun thain,13.66178,100.44252,Entire home/apt,850,1,2018-10-30,0.02,0,1,individual
23008877,118743647,Chatu Chak,13.81015,100.56736,Entire home/apt,1600,83,2021-03-24,1.43,0,1,individual
23009645,762528,Bang Kho laen,13.69925,100.51088,Entire home/apt,2499,118,2020-03-03,1.98,0,1,individual
23011852,170532676,Ratchathewi,13.75229,100.5321,Entire home/apt,1615,28,2022-12-21,0.47,0,1,individual
23012260,170532676,Ratchathewi,13.75055,100.53214,Entire home/apt,1529,7,2019-09-08,0.12,0,1,individual
23012383,170532676,Ratchathewi,13.75063,100.5323,Entire home/apt,1200,36,2022-12-22,0.62,0,1,individual
23012504,170532676,Ratchathewi,13.75071,100.53021,Entire home/apt,1529,44,2022-12-23,0.86,0,1,individual
23012694,170532676,Ratchathewi,13.75239,100.53064,Entire home/apt,1529,89,2022-12-24,1.57,0,1,individual
22736042,64624459,Khlong San,13.7185,100.49562,Entire home/apt,1251,1,2018-04-20,0.02,0,1,individual
23015088,170532676,Ratchathewi,13.7507,100.52942,Entire home/apt,1529,12,2022-11-05,0.21,0,1,individual
22736747,139338181,Vadhana,13.73034,100.58061,Private room,2310,1,2019-04-21,0.02,1,1,multi_listing_same_host
23020982,170801047,Don Mueang,13.92736,100.58504,Private room,2300,0,,0.0,0,1,individual
22737156,139338181,Vadhana,13.73034,100.58061,Shared room,574,2,2019-04-14,0.04,1,1,multi_listing_same_host
22737484,139338181,Vadhana,13.73034,100.58061,Shared room,574,6,2020-02-04,0.11,1,1,multi_listing_same_host
22737633,139338181,Vadhana,13.73034,100.58061,Shared room,405,5,2019-07-09,0.08,1,1,multi_listing_same_host
23026389,170858384,Don Mueang,13.91693,100.58549,Private room,3000,0,,0.0,0,1,individual
22741309,28924302,Bang Rak,13.72968,100.51636,Entire home/apt,1333,0,,0.0,0,1,individual
22742883,3773805,Khlong Toei,13.73937,100.55521,Entire home/apt,3900,60,2022-12-27,1.0,1,1,multi_listing_same_host
23028305,132758342,Khlong Toei,13.72652,100.57185,Entire home/apt,1490,92,2022-11-13,1.55,0,1,individual
23028437,30747267,Khlong San,13.71922,100.50983,Entire home/apt,1260,16,2019-01-04,0.27,0,1,individual
22743302,3773805,Khlong Toei,13.73937,100.55521,Entire home/apt,4420,74,2022-11-29,1.24,1,1,multi_listing_same_host
22754912,18951447,Bang Rak,13.72136,100.51804,Private room,1880,0,,0.0,0,1,individual
22755695,168069228,Khlong San,13.72312,100.50984,Entire home/apt,2250,174,2022-12-22,2.9,0,1,individual
22441710,164410355,Bang Sue,13.81987,100.53307,Entire home/apt,790,0,,0.0,0,1,individual
22455119,19266319,Khlong Toei,13.71182,100.59237,Entire home/apt,1363,41,2020-12-04,0.68,0,1,individual
22456168,164257223,Khlong Toei,13.73972,100.55177,Entire home/apt,1219,94,2022-12-23,1.59,0,1,individual
22456661,164257223,Khlong Toei,13.74102,100.55144,Entire home/apt,1707,68,2022-11-28,1.15,0,1,individual
22456875,164257223,Khlong Toei,13.7398329,100.5516712,Private room,2261,84,2022-12-15,1.4,0,1,individual
22461215,46224081,Bang Rak,13.72501,100.53047,Entire home/apt,4000,117,2022-12-14,1.95,0,1,individual
22462758,164634512,Suanluang,13.71389,100.63342,Private room,1000,3,2020-02-15,0.05,0,1,individual
22473583,84004516,Phasi Charoen,13.72156,100.45099,Private room,490,0,,0.0,0,1,individual
22474451,16597150,Chatu Chak,13.79902,100.55594,Entire home/apt,2500,148,2022-12-07,2.45,0,1,individual
22475000,101227692,Din Daeng,13.793949,100.571043,Private room,550,126,2022-12-04,2.07,1,1,multi_listing_same_host
22475834,22420118,Khlong Toei,13.7392,100.55156,Entire home/apt,970,17,2022-11-22,0.29,0,1,individual
23031196,164918356,Phra Nakhon,13.75988,100.49307,Private room,1250,11,2018-04-28,0.18,0,1,individual
23044056,14972284,Huai Khwang,13.74577,100.58229,Private room,1466,0,,0.0,0,1,individual
22756079,145047675,Sathon,13.71839,100.53214,Entire home/apt,1000,3,2019-12-31,0.05,0,1,individual
22756492,163545528,Vadhana,13.70824,100.60072,Entire home/apt,1930,13,2022-10-09,0.23,1,1,multi_listing_same_host
22760168,120880881,Ratchathewi,13.7531,100.53755,Entire home/apt,1280,60,2020-03-13,1.01,0,1,individual
23048195,140752742,Huai Khwang,13.781975746154783,100.5790023803711,Entire home/apt,447,3,2022-11-29,0.05,0,1,individual
23056209,169453642,Huai Khwang,13.76036,100.57082,Private room,2200,1,2018-04-01,0.02,0,1,individual
22774808,4396467,Khlong San,13.7126,100.49851,Entire home/apt,1550,0,,0.0,0,1,individual
22778177,15982847,Phra Nakhon,13.76132,100.49983,Private room,1114,3,2019-02-05,0.05,0,1,individual
23114016,167689013,Khlong Toei,13.715,100.58219,Entire home/apt,669,44,2022-12-25,0.75,0,1,individual
23063873,84040153,Bang Rak,13.72257,100.51923,Private room,1200,57,2022-11-22,0.97,0,1,individual
23068875,3680566,Khlong San,13.73391,100.49618,Entire home/apt,4786,54,2022-12-08,0.91,0,1,individual
23070488,171268819,Phaya Thai,13.77637,100.54179,Private room,1271,45,2022-12-14,0.76,0,1,individual
23114304,163667316,Chatu Chak,13.81956,100.58674,Private room,1100,0,,0.0,0,1,individual
23115514,103830934,Wang Thong Lang,13.77161,100.61295,Private room,1800,0,,0.0,0,1,individual
23115677,47324488,Khlong Toei,13.7258,100.56704,Entire home/apt,1206,84,2022-12-12,1.43,0,1,individual
23117698,47324488,Khlong Toei,13.72713,100.56745,Entire home/apt,1426,82,2022-11-19,1.38,0,1,individual
23118569,47324488,Khlong Toei,13.7261,100.56872,Entire home/apt,1186,92,2022-09-21,1.55,0,1,individual
23119335,47324488,Khlong Toei,13.72757,100.56823,Entire home/apt,1337,92,2022-11-21,1.58,0,1,individual
22779365,161317806,Phaya Thai,13.79292,100.55367,Private room,850,33,2022-12-17,0.55,0,1,individual
22783074,163545528,Khlong Toei,13.70714,100.60041,Entire home/apt,1899,26,2022-12-12,0.52,0,1,individual
22784459,163545528,Khlong Toei,13.70794,100.59958,Entire home/apt,1529,15,2022-12-14,0.26,0,1,individual
23071152,62257044,Vadhana,13.74012,100.55658,Entire home/apt,1870,26,2022-11-28,0.44,0,1,individual
23072556,41623363,Don Mueang,13.92474,100.59716,Entire home/apt,899,17,2020-01-26,0.29,0,1,individual
23120058,47324488,Khlong Toei,13.72736,100.56954,Entire home/apt,1263,118,2022-11-20,1.99,0,1,individual
23129582,40262107,Ratchathewi,13.75202,100.53109,Entire home/apt,1543,30,2022-11-09,0.51,0,1,individual
23072981,46827099,Huai Khwang,13.75585,100.56531,Entire home/apt,2078,1,2019-01-01,0.02,0,1,individual
23073232,169453642,Huai Khwang,13.75977,100.56897,Private room,2200,0,,0.0,0,1,individual
23079636,160974669,Pra Wet,13.71724,100.66713,Private room,900,0,,0.0,0,1,individual
23080945,164918356,Phra Nakhon,13.75922,100.49412,Private room,1250,4,2018-03-21,0.07,0,1,individual
23081317,26036588,Ratchathewi,13.75504,100.53916,Entire home/apt,1500,149,2022-12-13,2.5,0,1,individual
23081372,40262107,Ratchathewi,13.75238,100.52906,Entire home/apt,1171,47,2022-11-24,0.79,0,1,individual
23082459,156439429,Khlong Toei,13.72605,100.56461,Entire home/apt,876,76,2022-10-08,1.28,0,1,individual
23082476,168082033,Phra Nakhon,13.75422,100.50142,Private room,1100,1,2018-02-18,0.02,0,1,individual
23085430,171429817,Don Mueang,13.92542,100.59488,Private room,530,25,2020-01-09,0.43,0,1,individual
23130030,163816479,Bang Kho laen,13.71034,100.50858,Private room,12511,0,,0.0,0,1,individual
23130709,6598548,Huai Khwang,13.76442,100.5705,Entire home/apt,1000,4,2022-12-19,0.07,0,1,individual
23131753,8444643,Ratchathewi,13.76234,100.53884,Private room,1698,0,,0.0,0,1,individual
23132606,163816479,Bang Kho laen,13.71056,100.50817,Private room,13571,1,2019-04-15,0.02,0,1,individual
23132749,40262107,Ratchathewi,13.75285,100.53069,Entire home/apt,1181,144,2022-12-08,2.43,0,1,individual
23133676,163816479,Bang Kho laen,13.7099,100.50815,Private room,11805,0,,0.0,0,1,individual
23134130,40262107,Ratchathewi,13.75263,100.53136,Entire home/apt,1171,69,2022-11-13,1.16,0,1,individual
23134222,163816479,Bang Kho laen,13.70979,100.50905,Private room,13688,1,2019-04-07,0.02,0,1,individual
23134641,163816479,Bang Kho laen,13.70992,100.50855,Private room,14512,0,,0.0,0,1,individual
22798251,165628058,Pom Prap Sattru Phai,13.74717,100.50749,Hotel room,330,15,2020-02-24,0.26,0,1,individual
23384611,25256908,Vadhana,13.72193,100.58485,Entire home/apt,3500,35,2022-11-03,0.6,0,1,individual
23086065,171436898,Huai Khwang,13.7589259379923,100.56727376075966,Entire home/apt,2320,17,2021-12-19,0.29,0,1,individual
23093760,171527268,Vadhana,13.71291,100.59548,Entire home/apt,1400,55,2022-12-08,0.93,0,1,individual
23385865,112341236,Bang Na,13.67151,100.60596,Private room,1100,9,2022-09-01,0.16,0,1,individual
23110790,40262107,Ratchathewi,13.75242,100.52914,Entire home/apt,1564,58,2022-12-01,0.98,0,1,individual
23113186,40262107,Ratchathewi,13.75283,100.52995,Entire home/apt,1214,102,2022-12-22,1.72,0,1,individual
23722739,177813707,Phra Khanong,13.70374,100.60265,Entire home/apt,980,28,2020-01-31,0.49,0,1,individual
23400632,172290581,Ratchathewi,13.75088,100.55601,Private room,1524,1,2019-02-07,0.02,0,1,individual
23400673,172290581,Ratchathewi,13.75095,100.53727,Private room,2791,0,,0.0,0,1,individual
23137168,171948576,Bang Sue,13.81617,100.53104,Entire home/apt,907,1,2019-01-14,0.02,0,1,individual
23139543,40262107,Ratchathewi,13.75269,100.5307,Entire home/apt,1339,62,2022-11-21,1.05,0,1,individual
23140183,40262107,Ratchathewi,13.75067,100.53119,Private room,1196,56,2022-12-08,0.94,0,1,individual
23140605,84040153,Bang Rak,13.72108,100.51872,Private room,2100,8,2019-07-08,0.14,0,1,individual
23141792,40262107,Ratchathewi,13.75057,100.5308,Entire home/apt,1271,114,2022-12-06,1.92,0,1,individual
23723032,59610244,Chatu Chak,13.83004,100.53966,Private room,1400,0,,0.0,0,1,individual
23142196,95153354,Dusit,13.78131,100.5174,Private room,1484,1,2018-02-19,0.02,0,1,individual
23152143,30386490,Vadhana,13.73702,100.56118,Entire home/apt,2106,232,2022-12-17,3.91,0,1,individual
23401937,174495000,Lak Si,13.87475,100.57424,Private room,1200,0,,0.0,0,1,individual
23402126,20766951,Vadhana,13.71055,100.60135,Entire home/apt,4555,9,2018-05-15,0.15,0,1,individual
23402524,173905653,Khlong Toei,13.71019,100.59431,Private room,1376,0,,0.0,0,1,individual
23411979,153793,Ratchathewi,13.75377,100.56429,Entire home/apt,2043,11,2019-12-08,0.2,0,1,individual
23734831,177966217,Chatu Chak,13.79715,100.55385,Private room,1500,0,,0.0,0,1,individual
23418883,2940438,Rat Burana,13.68889,100.49208,Entire home/apt,900,28,2022-11-24,0.49,0,1,individual
23420691,106576460,Khan Na Yao,13.83584,100.66107,Entire home/apt,526,71,2022-12-18,1.21,0,1,individual
23423876,67590979,Khlong Toei,13.72315,100.57808,Entire home/apt,1850,3,2020-01-06,0.05,0,1,individual
23424763,95793570,Phasi Charoen,13.69442,100.4316,Private room,519,16,2019-05-13,0.27,0,1,individual
23425535,171252861,Ratchathewi,13.74969,100.53102,Hotel room,3665,65,2022-09-18,1.11,1,1,multi_listing_same_host
23428790,92406083,Ratchathewi,13.75465,100.53891,Entire home/apt,1786,85,2022-11-23,1.48,0,1,individual
23430482,168725602,Vadhana,13.73942,100.55827,Entire home/apt,1285,4,2018-11-11,0.07,0,1,individual
23437780,173411388,Don Mueang,13.92686,100.58371,Entire home/apt,1250,0,,0.0,0,1,individual
23439216,171252861,Ratchathewi,13.7497,100.53097,Hotel room,2628,29,2022-05-16,0.49,1,1,multi_listing_same_host
23439296,171252861,Ratchathewi,13.7497,100.53097,Hotel room,3665,40,2022-11-08,0.68,1,1,multi_listing_same_host
23440555,2940438,Rat Burana,13.68753,100.49263,Entire home/apt,900,7,2022-12-01,0.19,0,1,individual
23441278,91934777,Huai Khwang,13.76826,100.57999,Private room,2019,9,2019-08-21,0.16,0,1,individual
23442715,3773805,Khlong Toei,13.73884,100.55355,Entire home/apt,3900,29,2022-09-28,0.5,0,1,individual
23152937,172097916,Vadhana,13.73035,100.57295,Private room,1600,45,2019-04-20,0.77,0,1,individual
23153427,164118793,Bangkok Noi,13.7559,100.48562,Private room,780,5,2019-02-20,0.08,0,1,individual
23155265,40262107,Ratchathewi,13.75127,100.53134,Entire home/apt,1479,102,2022-12-06,1.72,0,1,individual
23160088,17491725,Pra Wet,13.71439,100.65322,Private room,350,1,2018-12-20,0.02,0,1,individual
23170159,14391623,Phra Nakhon,13.7475,100.49698,Hotel room,350,81,2022-12-13,1.38,0,1,individual
23176361,105689479,Huai Khwang,13.78112,100.5781,Entire home/apt,650,50,2020-05-03,0.87,0,1,individual
23192811,21167880,Pra Wet,13.6696,100.68502,Private room,1000,1,2018-11-12,0.02,0,1,individual
23200913,62257044,Vadhana,13.74292,100.55562,Entire home/apt,1821,16,2022-12-23,0.27,0,1,individual
23208595,170532676,Ratchathewi,13.7511,100.52982,Entire home/apt,1679,2,2019-10-04,0.03,0,1,individual
23210325,5793490,Bang Kho laen,13.69949,100.52725,Entire home/apt,990,3,2018-04-29,0.05,1,1,multi_listing_same_host
23739717,9065900,Huai Khwang,13.75107,100.58401,Entire home/apt,1150,5,2022-11-26,0.09,0,1,individual
23213119,172589126,Samphanthawong,13.7327,100.51457,Private room,4400,3,2022-06-04,0.06,0,1,individual
23213275,172589126,Samphanthawong,13.73273,100.51458,Private room,2529,1,2018-12-19,0.02,0,1,individual
23213539,171717553,Chatu Chak,13.80513,100.55613,Entire home/apt,900,11,2019-02-03,0.19,0,1,individual
23214479,172653845,Min Buri,13.81255,100.71936,Private room,600,0,,0.0,0,1,individual
23221961,21970931,Bang Sue,13.83047,100.52512,Entire home/apt,730,96,2022-11-20,1.63,0,1,individual
23224019,62257044,Khlong Toei,13.74084,100.55346,Entire home/apt,1870,17,2022-11-30,0.29,0,1,individual
23224285,21970931,Bang Sue,13.81764,100.53253,Entire home/apt,794,51,2022-12-04,0.86,0,1,individual
23224705,84040153,Bang Rak,13.72125,100.51721,Private room,1600,20,2022-06-07,0.34,0,1,individual
23446599,115758511,Khlong Toei,13.72553,100.56598,Entire home/apt,1771,15,2022-11-26,0.27,0,1,individual
23447374,84040153,Bang Rak,13.72297,100.51892,Private room,2100,2,2018-05-22,0.03,0,1,individual
23450083,64624459,Taling Chan,13.7788,100.44386,Entire home/apt,4975,0,,0.0,0,1,individual
23455323,115923646,Pra Wet,13.6625,100.67761,Entire home/apt,4000,0,,0.0,0,1,individual
23740993,30803267,Huai Khwang,13.76065,100.56898,Entire home/apt,1000000,12,2020-03-24,0.22,0,1,individual
23457164,172648313,Vadhana,13.73453,100.58275,Entire home/apt,4114,89,2022-12-16,1.55,0,1,individual
23744398,91426608,Vadhana,13.71351,100.59451,Entire home/apt,100194,4,2022-09-24,0.07,0,1,individual
23752078,48062833,Ratchathewi,13.75321,100.53711,Entire home/apt,1607,117,2022-12-11,2.01,0,1,individual
23458068,175013598,Thon buri,13.71529,100.48129,Entire home/apt,2950,0,,0.0,0,1,individual
23458671,172648313,Vadhana,13.73307,100.5844,Entire home/apt,2999,75,2022-12-26,1.29,0,1,individual
23459665,35112478,Khlong Toei,13.72668,100.56669,Entire home/apt,2807,203,2022-12-16,3.46,0,1,individual
23756508,16695900,Phaya Thai,13.79286,100.5389,Entire home/apt,2600,0,,0.0,0,1,individual
23763911,83715635,Din Daeng,13.76879,100.57017,Private room,1532,2,2022-07-16,0.06,0,1,individual
23462808,35112478,Khlong Toei,13.72408,100.56809,Entire home/apt,2214,190,2022-12-11,3.24,0,1,individual
23463397,109828093,Khlong San,13.72219,100.50273,Private room,1200,3,2019-11-22,0.05,0,1,individual
23772758,163232577,Lat Krabang,13.72227,100.74041,Shared room,2000,0,,0.0,0,1,individual
23779878,70728816,Huai Khwang,13.76004,100.5692,Entire home/apt,2100,105,2020-03-19,1.82,0,1,individual
23794529,7472382,Ratchathewi,13.75213,100.53708,Private room,1100,48,2022-10-25,0.83,0,1,individual
23470809,13899655,Sathon,13.71393,100.51473,Entire home/apt,779,108,2022-12-11,1.85,0,1,individual
23471670,13858975,Vadhana,13.73225,100.57326,Entire home/apt,2231,61,2020-03-18,1.05,0,1,individual
23795123,178564583,Bang Kapi,13.74978,100.61188,Entire home/apt,600,46,2022-10-19,0.82,0,1,individual
23795444,178566116,Vadhana,13.72885,100.59042,Entire home/apt,1831,0,,0.0,0,1,individual
23796370,35921792,Bang Khun thain,13.67039,100.44598,Private room,1800,0,,0.0,0,1,individual
23813393,119089232,Phaya Thai,13.79453,100.54866,Entire home/apt,1592,0,,0.0,0,1,individual
23816027,91934777,Huai Khwang,13.76966,100.58011,Private room,2019,17,2019-12-07,0.3,0,1,individual
23227714,172804437,Khlong San,13.71639,100.49485,Private room,450,5,2020-01-11,0.11,0,1,individual
23816558,91934777,Huai Khwang,13.77047,100.58223,Private room,1700,24,2022-07-31,0.41,0,1,individual
23817170,35112478,Khlong Toei,13.72589,100.56672,Entire home/apt,2371,181,2022-12-12,3.12,0,1,individual
23472320,175193279,Bang Khae,13.70664,100.4224,Private room,590,0,,0.0,0,1,individual
23477124,175239962,Vadhana,13.73449,100.56497,Entire home/apt,4400,29,2019-03-17,0.5,0,1,individual
23478265,35112478,Khlong Toei,13.72692,100.56694,Entire home/apt,2756,163,2022-08-19,2.78,0,1,individual
23490077,30747267,Khlong San,13.71846,100.50818,Entire home/apt,1500,9,2019-01-10,0.15,0,1,individual
23818150,8664261,Ratchathewi,13.7559,100.54129,Private room,4000,0,,0.0,0,1,individual
23827762,50427057,Phra Nakhon,13.75372,100.50434,Private room,3400,3,2020-02-02,0.07,0,1,individual
23832413,120166695,Khlong Toei,13.70922,100.5978,Entire home/apt,1500,1,2018-05-04,0.02,0,1,individual
23492984,175168195,Nong Chok,13.85277,100.81527,Entire home/apt,3000,0,,0.0,0,1,individual
23493787,12464021,Huai Khwang,13.76044,100.56944,Entire home/apt,2736,140,2022-12-17,2.4,1,1,multi_listing_same_host
23232235,57192988,Bang Na,13.6745,100.60791,Private room,700,2,2019-08-06,0.03,0,1,individual
23832894,120166695,Khlong Toei,13.70874,100.59805,Private room,1700,0,,0.0,0,1,individual
